SC_WES_INT5824687,110000871029,EGAN00001225210
SC_WES_INT5824688,110018481657,EGAN00001225211
SC_WES_INT5824689,110018619712,EGAN00001225212
SC_WES_INT5824690,110016165601,EGAN00001225213
SC_WES_INT5824691,110006815905,EGAN00001225214
SC_WES_INT5824692,110006770151,EGAN00001225215
SC_WES_INT5824693,110018104608,EGAN00001225216
SC_WES_INT5824695,110000871015,EGAN00001225217
SC_WES_INT5824696,110007436040,EGAN00001225218
SC_WES_INT5824697,110018619725,EGAN00001225219
SC_WES_INT5824699,110006815873,EGAN00001225220
SC_WES_INT5824700,110012996714,EGAN00001225221
SC_WES_INT5824701,110016165683,EGAN00001225222
SC_WES_INT5824702,110001123985,EGAN00001225223
SC_WES_INT5824703,110003604301,EGAN00001225224
SC_WES_INT5824704,110004259958,EGAN00001225225
SC_WES_INT5824705,110002310611,EGAN00001225226
SC_WES_INT5824706,110010150736,EGAN00001225227
SC_WES_INT5824707,110015377701,EGAN00001225228
SC_WES_INT5824708,110000778737,EGAN00001225229
SC_WES_INT5824709,110001185007,EGAN00001225230
SC_WES_INT5824710,110000763623,EGAN00001225231
SC_WES_INT5824711,110010696603,EGAN00001225232
SC_WES_INT5824712,110004259924,EGAN00001225233
SC_WES_INT5824713,110002310612,EGAN00001225234
SC_WES_INT5824714,110014950899,EGAN00001225235
SC_WES_INT5824715,110015377682,EGAN00001225236
SC_WES_INT5824717,110015589697,EGAN00001225237
SC_WES_INT5824718,110001123986,EGAN00001225238
SC_WES_INT5824719,110010696585,EGAN00001225239
SC_WES_INT5824720,110002494040,EGAN00001225240
SC_WES_INT5824721,110002310625,EGAN00001225241
SC_WES_INT5824722,110014950884,EGAN00001225242
SC_WES_INT5824723,110015377715,EGAN00001225243
SC_WES_INT5824724,110001737811,EGAN00001225244
SC_WES_INT5824725,110014369317,EGAN00001225245
SC_WES_INT5824726,110001022217,EGAN00001225246
SC_WES_INT5824727,110003604317,EGAN00001225247
SC_WES_INT5824728,110004259938,EGAN00001225248
SC_WES_INT5824729,110010150768,EGAN00001225249
SC_WES_INT5824730,110014950837,EGAN00001225250
SC_WES_INT5824731,110015377684,EGAN00001225251
SC_WES_INT5824732,110001185003,EGAN00001225252
SC_WES_INT5824733,110014369251,EGAN00001225253
SC_WES_INT5824734,110000763641,EGAN00001225254
SC_WES_INT5824735,110010696602,EGAN00001225255
SC_WES_INT5824736,110004259955,EGAN00001225256
SC_WES_INT5824737,110010150708,EGAN00001225257
SC_WES_INT5824738,110014950852,EGAN00001225258
SC_WES_INT5824739,110015377714,EGAN00001225259
SC_WES_INT5824740,110001185019,EGAN00001225260
SC_WES_INT5824741,110012242711,EGAN00001225261
SC_WES_INT5824742,110001022248,EGAN00001225262
SC_WES_INT5824743,110003604281,EGAN00001225263
SC_WES_INT5824744,110002310634,EGAN00001225264
SC_WES_INT5824745,110010150707,EGAN00001225265
SC_WES_INT5824746,110014950883,EGAN00001225266
SC_WES_INT5824747,110014787457,EGAN00001225267
SC_WES_INT5824749,110001452036,EGAN00001225268
SC_WES_INT5824750,110001008603,EGAN00001225269
SC_WES_INT5824751,110003604313,EGAN00001225270
SC_WES_INT5824752,110002310609,EGAN00001225271
SC_WES_INT5824753,110010150725,EGAN00001225272
SC_WES_INT5824754,110015715538,EGAN00001225273
SC_WES_INT5824755,110001737814,EGAN00001225274
SC_WES_INT5824757,110007920512,EGAN00001225275
SC_WES_INT5824758,110001008607,EGAN00001225276
SC_WES_INT5824759,110003604280,EGAN00001225277
SC_WES_INT5824760,110002310644,EGAN00001225278
SC_WES_INT5824761,110010150689,EGAN00001225279
SC_WES_INT5824762,110015715535,EGAN00001225280
SC_WES_INT5824763,110014787455,EGAN00001225281
SC_WES_INT5824764,110001185006,EGAN00001225282
SC_WES_INT5824765,110015573936,EGAN00001225283
SC_WES_INT5824766,110001008626,EGAN00001225284
SC_WES_INT5824768,110002310630,EGAN00001225285
SC_WES_INT5824769,110010150705,EGAN00001225286
SC_WES_INT5824770,110014950870,EGAN00001225287
SC_WES_INT5824771,110001737831,EGAN00001225288
SC_WES_INT5824773,110017807432,EGAN00001225289
SC_WES_INT5824774,110000763672,EGAN00001225290
SC_WES_INT5824775,110004259923,EGAN00001225291
SC_WES_INT5824776,110002438727,EGAN00001225292
SC_WES_INT5824777,110010150739,EGAN00001225293
SC_WES_INT5824778,110015377699,EGAN00001225319
SC_WES_INT5824779,110014787439,EGAN00001225320
SC_WES_INT5824780,110016390616,EGAN00001225321
SC_WES_INT5824781,110003503367,EGAN00001225322
SC_WES_INT5824783,110004259954,EGAN00001225314
SC_WES_INT5824784,110002438763,EGAN00001225315
SC_WES_INT5824785,110010150694,EGAN00001225316
SC_WES_INT5824786,110015377668,EGAN00001225317
SC_WES_INT5824788,110014160639,EGAN00001225323
SC_WES_INT5824789,110003604254,EGAN00001225318
SC_WES_INT5824791,110004259957,EGAN00001225324
SC_WES_INT5824793,110010150742,EGAN00001225325
SC_WES_INT5824795,110001737798,EGAN00001225326
SC_WES_INT5824796,110016390604,EGAN00001225327
SC_WES_INT5824797,110015377669,EGAN00001225328
SC_WES_INT5825278,110014384525,EGAN00001225329
SC_WES_INT5825279,110010515249,EGAN00001225330
SC_WES_INT5825280,110016410418,EGAN00001225331
SC_WES_INT5825281,110001346719,EGAN00001225332
SC_WES_INT5825475,110000847204,EGAN00001225333
SC_WES_INT5827774,110002187192,EGAN00001210012
SC_WES_INT5827775,110002187193,EGAN00001210013
SC_WES_INT5827776,110001578017,EGAN00001210014
SC_WES_INT5827777,110018596970,EGAN00001210015
SC_WES_INT5827778,110015212338,EGAN00001210016
SC_WES_INT5827779,110018031711,EGAN00001210017
SC_WES_INT5827780,110013749680,EGAN00001210018
SC_WES_INT5827781,110001273076,EGAN00001210019
SC_WES_INT5827782,110003963988,EGAN00001210020
SC_WES_INT5827783,110002187194,EGAN00001210021
SC_WES_INT5827784,110001578018,EGAN00001210022
SC_WES_INT5827785,110017807911,EGAN00001210023
SC_WES_INT5827786,110015477082,EGAN00001210024
SC_WES_INT5827787,110018031712,EGAN00001210025
SC_WES_INT5827788,119999889588,EGAN00001210026
SC_WES_INT5827789,110001273077,EGAN00001210027
SC_WES_INT5827790,110003963989,EGAN00001210028
SC_WES_INT5827791,110002187203,EGAN00001210029
SC_WES_INT5827792,110001578027,EGAN00001210030
SC_WES_INT5827793,110017807912,EGAN00001210031
SC_WES_INT5827794,110015477083,EGAN00001210032
SC_WES_INT5827795,110018031713,EGAN00001210033
SC_WES_INT5827796,110018547498,EGAN00001210034
SC_WES_INT5827797,110001273078,EGAN00001210035
SC_WES_INT5827798,110003963990,EGAN00001210036
SC_WES_INT5827799,110002187204,EGAN00001210037
SC_WES_INT5827800,110018596945,EGAN00001210038
SC_WES_INT5827801,110017807913,EGAN00001210039
SC_WES_INT5827802,110015477084,EGAN00001210040
SC_WES_INT5827803,110018031722,EGAN00001210041
SC_WES_INT5827804,110018547499,EGAN00001210042
SC_WES_INT5827805,110001273080,EGAN00001210043
SC_WES_INT5827806,110003963992,EGAN00001210044
SC_WES_INT5827807,110002187205,EGAN00001210045
SC_WES_INT5827808,110018596954,EGAN00001210046
SC_WES_INT5827809,110017807922,EGAN00001210047
SC_WES_INT5827810,110015477085,EGAN00001210048
SC_WES_INT5827811,110015360742,EGAN00001210049
SC_WES_INT5827812,110018547500,EGAN00001210050
SC_WES_INT5827813,110001273082,EGAN00001210051
SC_WES_INT5827814,110003963994,EGAN00001210052
SC_WES_INT5827815,110001578001,EGAN00001210053
SC_WES_INT5827816,110018596955,EGAN00001210054
SC_WES_INT5827817,110017807923,EGAN00001210055
SC_WES_INT5827818,110015477086,EGAN00001210056
SC_WES_INT5827819,110015360738,EGAN00001210057
SC_WES_INT5827821,110001273086,EGAN00001210059
SC_WES_INT5827822,110003964002,EGAN00001210060
SC_WES_INT5827823,110001578011,EGAN00001210061
SC_WES_INT5827824,110018596956,EGAN00001210062
SC_WES_INT5827825,110017807924,EGAN00001210063
SC_WES_INT5827826,110015477087,EGAN00001210064
SC_WES_INT5827827,110013749660,EGAN00001210065
SC_WES_INT5827829,110001273088,EGAN00001210067
SC_WES_INT5827830,110002187188,EGAN00001210068
SC_WES_INT5827831,110001578012,EGAN00001210069
SC_WES_INT5827832,110018596957,EGAN00001210070
SC_WES_INT5827833,110017807925,EGAN00001210071
SC_WES_INT5827834,110015477088,EGAN00001210072
SC_WES_INT5827835,110015360775,EGAN00001210073
SC_WES_INT5827836,110018547503,EGAN00001210074
SC_WES_INT5827837,110001273090,EGAN00001210075
SC_WES_INT5827838,110002187189,EGAN00001210076
SC_WES_INT5827839,110001578013,EGAN00001210077
SC_WES_INT5827840,110018596958,EGAN00001210078
SC_WES_INT5827841,110017807926,EGAN00001210079
SC_WES_INT5827842,110015477089,EGAN00001210080
SC_WES_INT5827843,110013749658,EGAN00001210081
SC_WES_INT5827845,110001273092,EGAN00001210083
SC_WES_INT5827846,110002187190,EGAN00001210084
SC_WES_INT5827847,110001578014,EGAN00001210085
SC_WES_INT5827848,110018596959,EGAN00001210086
SC_WES_INT5827849,110017807927,EGAN00001210087
SC_WES_INT5827850,110018031707,EGAN00001210088
SC_WES_INT5827851,119999889518,EGAN00001210089
SC_WES_INT5827852,110018547505,EGAN00001210090
SC_WES_INT5827853,110003963986,EGAN00001210091
SC_WES_INT5827854,110002187191,EGAN00001210092
SC_WES_INT5827855,110001578015,EGAN00001210093
SC_WES_INT5827856,110018596960,EGAN00001210094
SC_WES_INT5827857,110017807928,EGAN00001210095
SC_WES_INT5827858,110018031708,EGAN00001210096
SC_WES_INT5827859,119999889567,EGAN00001210097
SC_WES_INT5827861,110018031710,EGAN00001210099
SC_WES_INT5827863,110001578016,EGAN00001210100
SC_WES_INT5827864,110018596961,EGAN00001210101
SC_WES_INT5827865,110015212323,EGAN00001210102
SC_WES_INT5827867,110015360743,EGAN00001210103
SC_WES_INT5827869,110017304985,EGAN00001210105
SC_WES_INT5827966,110015958358,EGAN00001210106
SC_WES_INT5827967,110000746730,EGAN00001210107
SC_WES_INT5827968,110000746747,EGAN00001210108
SC_WES_INT5827969,110000746723,EGAN00001210109
SC_WES_INT5827970,110000746776,EGAN00001210110
SC_WES_INT5827971,110000746741,EGAN00001210111
SC_WES_INT5827972,110015309975,EGAN00001210112
SC_WES_INT5827973,110015309977,EGAN00001210113
SC_WES_INT5827974,110015958338,EGAN00001210114
SC_WES_INT5827975,110015958339,EGAN00001210115
SC_WES_INT5827976,110015958341,EGAN00001210116
SC_WES_INT5827977,110015958342,EGAN00001210117
SC_WES_INT5827978,110015958344,EGAN00001210118
SC_WES_INT5827979,110015958345,EGAN00001210119
SC_WES_INT5827980,110015958354,EGAN00001210120
SC_WES_INT5827981,110015958355,EGAN00001210121
SC_WES_INT5827982,110000799245,EGAN00001210122
SC_WES_INT5827983,110000799248,EGAN00001210123
SC_WES_INT5827984,110000799297,EGAN00001210124
SC_WES_INT5827985,110000799291,EGAN00001210125
SC_WES_INT5827986,110001128508,EGAN00001210126
SC_WES_INT5827987,110000799247,EGAN00001210127
SC_WES_INT5827988,110000799244,EGAN00001210128
SC_WES_INT5827989,110000799279,EGAN00001210129
SC_WES_INT5827990,110000799260,EGAN00001210130
SC_WES_INT5827991,110000799298,EGAN00001210131
SC_WES_INT5827992,110000479013,EGAN00001210132
SC_WES_INT5827993,110000728493,EGAN00001210133
SC_WES_INT5827994,110000758269,EGAN00001210134
SC_WES_INT5827995,110000758281,EGAN00001210135
SC_WES_INT5827996,110000885115,EGAN00001210136
SC_WES_INT5827997,110000897891,EGAN00001210137
SC_WES_INT5827998,110000930870,EGAN00001210138
SC_WES_INT5827999,110000932067,EGAN00001210139
SC_WES_INT5828000,110000932102,EGAN00001210140
SC_WES_INT5828001,110000967383,EGAN00001210141
SC_WES_INT5828002,110018596890,EGAN00001210142
SC_WES_INT5828003,110018596891,EGAN00001210143
SC_WES_INT5828004,110018596892,EGAN00001210144
SC_WES_INT5828005,110018596893,EGAN00001210145
SC_WES_INT5828006,110018596894,EGAN00001210146
SC_WES_INT5828007,110018596895,EGAN00001210147
SC_WES_INT5828008,110018596896,EGAN00001210148
SC_WES_INT5828009,110018596897,EGAN00001210149
SC_WES_INT5828010,110018596906,EGAN00001210150
SC_WES_INT5828011,110018596907,EGAN00001210151
SC_WES_INT5828012,110009459200,EGAN00001210152
SC_WES_INT5828013,110009459201,EGAN00001210153
SC_WES_INT5828014,110009459202,EGAN00001210154
SC_WES_INT5828015,110009459203,EGAN00001210155
SC_WES_INT5828016,110009459204,EGAN00001210156
SC_WES_INT5828017,110009459205,EGAN00001210157
SC_WES_INT5828018,110009459206,EGAN00001210158
SC_WES_INT5828019,110009459207,EGAN00001210159
SC_WES_INT5828020,110009459216,EGAN00001210160
SC_WES_INT5828021,110009459217,EGAN00001210161
SC_WES_INT5828022,110001286273,EGAN00001210162
SC_WES_INT5828023,110001286286,EGAN00001210163
SC_WES_INT5828024,110017304930,EGAN00001210164
SC_WES_INT5828025,110017304932,EGAN00001210165
SC_WES_INT5828026,110017304933,EGAN00001210166
SC_WES_INT5828027,110017304934,EGAN00001210167
SC_WES_INT5828028,110017304935,EGAN00001210168
SC_WES_INT5828029,110017304936,EGAN00001210169
SC_WES_INT5828030,110017304937,EGAN00001210170
SC_WES_INT5828031,110017304946,EGAN00001210171
SC_WES_INT5828032,110017807874,EGAN00001210172
SC_WES_INT5828033,110017807875,EGAN00001210173
SC_WES_INT5828034,110017807876,EGAN00001210174
SC_WES_INT5828035,110017807877,EGAN00001210175
SC_WES_INT5828037,110017807879,EGAN00001210177
SC_WES_INT5828038,110017807880,EGAN00001210178
SC_WES_INT5828039,110017807881,EGAN00001210179
SC_WES_INT5828040,110017807890,EGAN00001210180
SC_WES_INT5828041,110017807891,EGAN00001210181
SC_WES_INT5828042,110000835377,EGAN00001210182
SC_WES_INT5828043,110000835383,EGAN00001210183
SC_WES_INT5828044,110000835384,EGAN00001210184
SC_WES_INT5828045,110000835385,EGAN00001210185
SC_WES_INT5828046,110000835386,EGAN00001210186
SC_WES_INT5828047,110000835389,EGAN00001210187
SC_WES_INT5828048,110000835390,EGAN00001210188
SC_WES_INT5828049,110000835392,EGAN00001210189
SC_WES_INT5828050,110001081563,EGAN00001210190
SC_WES_INT5828051,110001081564,EGAN00001210191
SC_WES_INT5828052,110015958356,EGAN00001210192
SC_WES_INT5828053,110015958357,EGAN00001210193
SC_WES_INT5828055,110015958359,EGAN00001210194
SC_WES_INT5828056,110015958360,EGAN00001210195
SC_WES_INT5828057,110015958361,EGAN00001210196
SC_WES_INT5828059,110015958371,EGAN00001210197
SC_WES_INT5828060,110000746770,EGAN00001210198
SC_WES_INT5828061,110015958370,EGAN00001210199
SC_WES_INT5828158,110010997126,EGAN00001210200
SC_WES_INT5828159,110010997190,EGAN00001210201
SC_WES_INT5828160,110004668584,EGAN00001210202
SC_WES_INT5828162,110009355550,EGAN00001210204
SC_WES_INT5828163,110018484546,EGAN00001210205
SC_WES_INT5828164,110018484482,EGAN00001210206
SC_WES_INT5828165,119999878689,EGAN00001210207
SC_WES_INT5828166,110010997128,EGAN00001210208
SC_WES_INT5828167,110010997192,EGAN00001210209
SC_WES_INT5828168,110004668591,EGAN00001210210
SC_WES_INT5828170,110009355566,EGAN00001210212
SC_WES_INT5828171,110018484483,EGAN00001210213
SC_WES_INT5828172,110018484498,EGAN00001210214
SC_WES_INT5828173,119999878701,EGAN00001210215
SC_WES_INT5828174,110010997141,EGAN00001210216
SC_WES_INT5828175,110018288178,EGAN00001210217
SC_WES_INT5828176,110007743967,EGAN00001210218
SC_WES_INT5828178,110009355582,EGAN00001210220
SC_WES_INT5828179,110018484499,EGAN00001210221
SC_WES_INT5828180,110018484514,EGAN00001210222
SC_WES_INT5828181,119999878709,EGAN00001210223
SC_WES_INT5828182,110010997143,EGAN00001210224
SC_WES_INT5828183,110018288194,EGAN00001210225
SC_WES_INT5828184,110007743983,EGAN00001210226
SC_WES_INT5828185,110018453765,EGAN00001210227
SC_WES_INT5828186,110009355598,EGAN00001210228
SC_WES_INT5828187,110018484531,EGAN00001210229
SC_WES_INT5828188,110018484530,EGAN00001210230
SC_WES_INT5828189,119999878713,EGAN00001210231
SC_WES_INT5828190,110010997144,EGAN00001210232
SC_WES_INT5828191,110010997188,EGAN00001210233
SC_WES_INT5828192,110007743999,EGAN00001210234
SC_WES_INT5828194,110009355581,EGAN00001210236
SC_WES_INT5828195,110018484547,EGAN00001210237
SC_WES_INT5828196,110010976385,EGAN00001210238
SC_WES_INT5828197,119999878715,EGAN00001210239
SC_WES_INT5828198,110010997157,EGAN00001210240
SC_WES_INT5828199,110004668615,EGAN00001210241
SC_WES_INT5828200,110011690131,EGAN00001210242
SC_WES_INT5828202,110009355597,EGAN00001210244
SC_WES_INT5828203,110018484563,EGAN00001210245
SC_WES_INT5828204,110003499874,EGAN00001210246
SC_WES_INT5828205,119999878721,EGAN00001210247
SC_WES_INT5828206,110010997158,EGAN00001210248
SC_WES_INT5828207,110009351638,EGAN00001210249
SC_WES_INT5828208,110007744006,EGAN00001210250
SC_WES_INT5828210,110009355534,EGAN00001210252
SC_WES_INT5828211,110017116401,EGAN00001210253
SC_WES_INT5828212,110003499883,EGAN00001210254
SC_WES_INT5828213,119999878723,EGAN00001210255
SC_WES_INT5828214,110010997159,EGAN00001210256
SC_WES_INT5828218,110010609111,EGAN00001210260
SC_WES_INT5828220,110003499906,EGAN00001210262
SC_WES_INT5828221,119999878695,EGAN00001210263
SC_WES_INT5828222,110010997160,EGAN00001210264
SC_WES_INT5828223,110004668600,EGAN00001210265
SC_WES_INT5828224,110008977551,EGAN00001210266
SC_WES_INT5828225,110009355535,EGAN00001210267
SC_WES_INT5828226,110010609095,EGAN00001210268
SC_WES_INT5828227,110010609096,EGAN00001210269
SC_WES_INT5828228,110010976386,EGAN00001210270
SC_WES_INT5828229,119999878725,EGAN00001210271
SC_WES_INT5828230,110010997173,EGAN00001210272
SC_WES_INT5828231,110004668609,EGAN00001210273
SC_WES_INT5828232,110008977567,EGAN00001210274
SC_WES_INT5828233,110009355551,EGAN00001210275
SC_WES_INT5828234,110013992263,EGAN00001210276
SC_WES_INT5828235,110013992264,EGAN00001210277
SC_WES_INT5828236,110010976465,EGAN00001210278
SC_WES_INT5828237,110010976418,EGAN00001210279
SC_WES_INT5828238,110010997175,EGAN00001210280
SC_WES_INT5828242,110013530859,EGAN00001210284
SC_WES_INT5828244,110010976433,EGAN00001210286
SC_WES_INT5828245,110010976402,EGAN00001210287
SC_WES_INT5828247,110002800638,EGAN00001210288
SC_WES_INT5828249,110009355614,EGAN00001210290
SC_WES_INT5828251,110017116384,EGAN00001210291
SC_WES_INT5828252,110010976401,EGAN00001210292
SC_WES_INT5828253,119999878691,EGAN00001210293
SC_WES_INT5828254,110009174099,EGAN00001210294
SC_WES_INT5828255,110001081568,EGAN00001210295
SC_WES_INT5828256,110001081569,EGAN00001210296
SC_WES_INT5828257,110001081570,EGAN00001210297
SC_WES_INT5828258,110001081579,EGAN00001210298
SC_WES_INT5828259,110001081580,EGAN00001210299
SC_WES_INT5828260,110001081581,EGAN00001210300
SC_WES_INT5828261,110001081582,EGAN00001210301
SC_WES_INT5828262,110000767337,EGAN00001210302
SC_WES_INT5828263,110000767338,EGAN00001210303
SC_WES_INT5828264,110000767345,EGAN00001210304
SC_WES_INT5828265,110000886519,EGAN00001210305
SC_WES_INT5828266,110000886520,EGAN00001210306
SC_WES_INT5828267,110000886522,EGAN00001210307
SC_WES_INT5828268,110000886528,EGAN00001210308
SC_WES_INT5828269,110000886530,EGAN00001210309
SC_WES_INT5828270,110000886534,EGAN00001210310
SC_WES_INT5828271,110000886546,EGAN00001210311
SC_WES_INT5828272,110005839148,EGAN00001210312
SC_WES_INT5828273,110005839098,EGAN00001210313
SC_WES_INT5828274,110005839100,EGAN00001210314
SC_WES_INT5828275,110001226336,EGAN00001210315
SC_WES_INT5828276,110005839145,EGAN00001210316
SC_WES_INT5828277,110005839095,EGAN00001210317
SC_WES_INT5828278,110001226339,EGAN00001210318
SC_WES_INT5828279,110001226368,EGAN00001210319
SC_WES_INT5828280,110005839128,EGAN00001210320
SC_WES_INT5828281,110005839118,EGAN00001210321
SC_WES_INT5828282,110018481218,EGAN00001210322
SC_WES_INT5828283,110018481239,EGAN00001210323
SC_WES_INT5828284,110018481282,EGAN00001210324
SC_WES_INT5828285,110018481301,EGAN00001210325
SC_WES_INT5828286,110018481284,EGAN00001210326
SC_WES_INT5828287,110018481253,EGAN00001210327
SC_WES_INT5828288,110018481240,EGAN00001210328
SC_WES_INT5828289,110018481285,EGAN00001210329
SC_WES_INT5828290,110018481283,EGAN00001210330
SC_WES_INT5828291,110018481237,EGAN00001210331
SC_WES_INT5828292,110001270531,EGAN00001210332
SC_WES_INT5828293,110000496078,EGAN00001210333
SC_WES_INT5828294,110000496064,EGAN00001210334
SC_WES_INT5828295,110001270516,EGAN00001210335
SC_WES_INT5828296,110001270526,EGAN00001210336
SC_WES_INT5828297,110000496042,EGAN00001210337
SC_WES_INT5828298,110000496104,EGAN00001210338
SC_WES_INT5828299,110000496054,EGAN00001210339
SC_WES_INT5828300,110000496091,EGAN00001210340
SC_WES_INT5828301,110001270532,EGAN00001210341
SC_WES_INT5828302,110001325544,EGAN00001210342
SC_WES_INT5828303,110017202783,EGAN00001210343
SC_WES_INT5828304,110017202780,EGAN00001210344
SC_WES_INT5828305,110017202847,EGAN00001210345
SC_WES_INT5828306,110001325538,EGAN00001210346
SC_WES_INT5828307,110017202812,EGAN00001210347
SC_WES_INT5828308,110001325546,EGAN00001210348
SC_WES_INT5828309,110017202846,EGAN00001210349
SC_WES_INT5828310,110017202848,EGAN00001210350
SC_WES_INT5828311,110001093502,EGAN00001210351
SC_WES_INT5828312,110013565314,EGAN00001210352
SC_WES_INT5828313,110013565315,EGAN00001210353
SC_WES_INT5828314,110013565316,EGAN00001210354
SC_WES_INT5828315,110013565317,EGAN00001210355
SC_WES_INT5828316,110013565318,EGAN00001210356
SC_WES_INT5828317,110013565319,EGAN00001210357
SC_WES_INT5828318,110013565320,EGAN00001210358
SC_WES_INT5828319,110013565321,EGAN00001210359
SC_WES_INT5828320,110013565330,EGAN00001210360
